source_file,line,text
/Users/frisowempe/ISA_D/docs/TODO.md,111,- [ ] Update `research_graph.py` to a 3-node graph (`planner` -> `researcher` -> `synthesizer`).
/Users/frisowempe/ISA_D/docs/TODO.md,112,- [ ] **Task 2.3: Implement Self-Correction**
/Users/frisowempe/ISA_D/docs/TODO.md,113,- [ ] Enhance the `ResearcherAgent`'s prompt to include a self-critique step.
/Users/frisowempe/ISA_D/docs/TODO.md,116,- [ ] **Task 3.1: Create Evaluation Script**
/Users/frisowempe/ISA_D/docs/TODO.md,117,- [ ] Create `scripts/evaluate_research.py` to score the final report's quality.
/Users/frisowempe/ISA_D/docs/TODO.md,118,- [ ] **Task 3.2: Update Makefile**
/Users/frisowempe/ISA_D/docs/TODO.md,119,- [ ] Add `research-run` and `research-eval` targets.
/Users/frisowempe/ISA_D/docs/TODO.md,120,- [ ] **Task 3.3: Create Documentation**
/Users/frisowempe/ISA_D/docs/TODO.md,121,- [ ] Create `docs/agents/RESEARCH_AGENT.md`.
/Users/frisowempe/ISA_D/docs/TODO.md,122,- [ ] Update `docs/AGENTIC_ARCHITECTURE.md` and `gemini.md` to reference the new capability.
/Users/frisowempe/ISA_D/docs/TODO.md,126,"- [x] Create docs/DEFINITION_OF_DONE.md with checklists per change type (code, data, config, docs)"
/Users/frisowempe/ISA_D/docs/TODO.md,127,"- [x] Add PR template referencing DoD and requiring: tests updated, type clean, lint clean, docs updated, determinism verified, perf/security checks passed, rollback noted"
/Users/frisowempe/ISA_D/docs/TODO.md,128,- [ ] CI: add coverage “no-regression” check (coverage must not drop > 0.5% on core); type coverage trend artifact; perf budget guard on marked benchmarks
/Users/frisowempe/ISA_D/docs/TODO.md,129,- [ ] CI: verify CHANGELOG or docs touched for user-facing changes (best-effort)
/Users/frisowempe/ISA_D/docs/TODO.md,134,- [ ] Create ownership map and CODEOWNERS
/Users/frisowempe/ISA_D/docs/TODO.md,135,- [ ] Add TECH_DEBT.md format and review cadence
/Users/frisowempe/ISA_D/docs/TODO.md,136,"- [ ] Record ADRs for major decisions (tooling, safety, autonomy)"
/Users/frisowempe/ISA_D/docs/TODO.md,145,- [ ] Prompt/model registry (versioned prompts; eval harness)
/Users/frisowempe/ISA_D/docs/TODO.md,146,- [ ] Safety filters and red-team tests for prompts
/Users/frisowempe/ISA_D/docs/TODO.md,147,- [ ] Canary and rollback procedures for LLM changes
/Users/frisowempe/ISA_D/docs/TODO.md,151,"- [ ] Approve target layout: apps/superapp, packages/{isa_c_full,isa_c_mapping,agent_core}, artifacts, infra, docs"
/Users/frisowempe/ISA_D/docs/TODO.md,152,- [ ] Write migration map (from current folders to targets)
/Users/frisowempe/ISA_D/docs/TODO.md,156,- [ ] A11y audit (WCAG 2.1 AA) and key fixes in web UI
/Users/frisowempe/ISA_D/docs/TODO.md,157,- [ ] i18n hooks and string externalization policy
/Users/frisowempe/ISA_D/docs/TODO.md,163,"- [ ] Root pyproject with shared tool config (ruff, mypy)"
/Users/frisowempe/ISA_D/docs/TODO.md,167,- [ ] Runbooks for common failures; on-call rotation plan
/Users/frisowempe/ISA_D/docs/TODO.md,169,"- [ ] Backups, restore drills, RPO/RTO targets"
/Users/frisowempe/ISA_D/docs/TODO.md,171,- [ ] Post-incident review template and cadence
/Users/frisowempe/ISA_D/docs/TODO.md,175,- [ ] Choose/lock with uv; define constraints policy
/Users/frisowempe/ISA_D/docs/TODO.md,177,- [ ] Deps report script (graph + unused)
/Users/frisowempe/ISA_D/docs/TODO.md,181,"- [ ] Evaluation criteria and procurement checks (DeepSeek, Weave, SenticNet)"
/Users/frisowempe/ISA_D/docs/TODO.md,191,- [ ] MkDocs site structure; decision log and runbooks
/Users/frisowempe/ISA_D/docs/TODO.md,193,"- [ ] Onboarding: 5-minute quickstart, one-command demo"
/Users/frisowempe/ISA_D/docs/TODO.md,195,- [ ] Architecture diagrams (current/target) updated per milestone
/Users/frisowempe/ISA_D/docs/TODO.md,201,- [x] Ruff for lint+format+imports (CI enforced)
/Users/frisowempe/ISA_D/docs/TODO.md,205,- [x] CODEOWNERS added (granular)
/Users/frisowempe/ISA_D/docs/TODO.md,207,- [x] Issue templates (bug/feature) added
/Users/frisowempe/ISA_D/docs/TODO.md,209,- [x] SECURITY.md policy present
/Users/frisowempe/ISA_D/docs/TODO.md,211,- [x] Dependabot for pip (app) and GitHub Actions
/Users/frisowempe/ISA_D/docs/TODO.md,215,- [ ] Pre-commit ruff hooks installed project-wide
/Users/frisowempe/ISA_D/docs/TODO.md,217,- [ ] Remove redundant formatters from CI (black/isort)
/Users/frisowempe/ISA_D/docs/TODO.md,221,- [x] .coveragerc added to omit tests and stdlib; branch coverage enabled
/Users/frisowempe/ISA_D/docs/TODO.md,222,- [x] Combined coverage across app + packages (XML) uploaded per PR
/Users/frisowempe/ISA_D/docs/TODO.md,223,- [x] Combined coverage baseline saved on main; advisory no-regression check
/Users/frisowempe/ISA_D/docs/TODO.md,225,- Acceptance: Coverage trends meaningful; ready to promote to enforced gate once stable.
/Users/frisowempe/ISA_D/docs/TODO.md,233,"- [ ] Add research toolkit: `httpx`/`requests` with retry/backoff, timeout, structured logging"
/Users/frisowempe/ISA_D/docs/TODO.md,234,"- [ ] Robots/Politeness: parse robots.txt, set `User-Agent`, enforce crawl-delay, rate-limit + concurrency guard"
/Users/frisowempe/ISA_D/docs/TODO.md,235,"- [ ] Extractors: `beautifulsoup4`/`lxml` content extraction (readability-like), boilerplate removal, encoding normalization (UTF‑8)"
/Users/frisowempe/ISA_D/docs/TODO.md,236,- [ ] Dynamic sites (optional): Playwright-driven fetch behind a feature flag; default OFF in CI and PRs
/Users/frisowempe/ISA_D/docs/TODO.md,237,"- [ ] Compliance: capture Terms/robots snapshot; do‑not‑scrape allow/deny lists; audit log (URL, ts, status, bytes, reason)"
/Users/frisowempe/ISA_D/docs/TODO.md,238,- [ ] Caching & Repro: on-disk cache keyed by URL+headers; content hash (SHA‑256); offline replay fixtures for tests
/Users/frisowempe/ISA_D/docs/TODO.md,239,"- [ ] Storage & Schema: content-addressable store for HTML/text; metadata schema (url, fetched_at, mime, size, sha256, robots_rules)"
/Users/frisowempe/ISA_D/docs/TODO.md,240,- [ ] Indexing & Memory: summarize + embed harvested docs; add to VectorIndex + KG with provenance
/Users/frisowempe/ISA_D/docs/TODO.md,241,"- [ ] R2P Integration: auto-populate Search Ledger entries from research sessions (queries, sources, grades)"
/Users/frisowempe/ISA_D/docs/TODO.md,242,- [ ] CI: offline tests using recorded fixtures; no live network on PR; nightly job allowed for approved seed domains
/Users/frisowempe/ISA_D/docs/TODO.md,246,- [ ] Unit/integration/property tests on PRs
/Users/frisowempe/ISA_D/docs/TODO.md,247,- [ ] Coverage ≥90% for core mapping; thresholds in CI
/Users/frisowempe/ISA_D/docs/TODO.md,248,- [x] Advisory memory coherence gate (drift check) in PR CI
/Users/frisowempe/ISA_D/docs/TODO.md,252,- [ ] Sourcegraph/Cody integration (or local sg/rg fallback) for semantic/code example search; document privacy & rate limits
/Users/frisowempe/ISA_D/docs/TODO.md,253,- [ ] Example-centric search (Blueprint/Codota patterns) — process doc with prompt templates; store results as research ledgers with citations
/Users/frisowempe/ISA_D/docs/TODO.md,254,- [ ] Agent tool benchmarks: evaluate Cursor/Copilot Agent/Claude Code on curated PR set; log productivity metrics
/Users/frisowempe/ISA_D/docs/TODO.md,255,- [ ] Evaluation frameworks: adopt a small SWE‑bench/DevBench subset in nightly with fixtures; publish pass/fail and failure classes
/Users/frisowempe/ISA_D/docs/TODO.md,256,- [ ] Static/code health: expand Semgrep rulesets; optionally add CodeScene advisory reports
/Users/frisowempe/ISA_D/docs/TODO.md,257,- [ ] Onboarding assistants: VS Code explainers (GPTutor‑style) added to onboarding docs; measure time‑to‑ramp
/Users/frisowempe/ISA_D/docs/TODO.md,261,"- [ ] Privacy: add deletion events and audit test (expected counts, reasons)"
/Users/frisowempe/ISA_D/docs/TODO.md,262,- [ ] Stability: promote coherence gate to enforced after 7 green days
/Users/frisowempe/ISA_D/docs/TODO.md,270,"- [ ] Generate matrix (field → source, transform, ESRS link)"
/Users/frisowempe/ISA_D/docs/TODO.md,271,- [ ] CI check for unmapped/collisions; waivers tracked
/Users/frisowempe/ISA_D/docs/TODO.md,279,"- [x] Canonical JSON writer (sorted keys, UTF‑8, newline)"
/Users/frisowempe/ISA_D/docs/TODO.md,289,- [ ] Baseline profiling (cProfile/py-spy) captured as artifacts
/Users/frisowempe/ISA_D/docs/TODO.md,290,"- [ ] Optimize I/O (streaming/chunking), vectorize heavy ops"
/Users/frisowempe/ISA_D/docs/TODO.md,291,- [ ] Parallel runner with safe concurrency limits
/Users/frisowempe/ISA_D/docs/TODO.md,296,- [ ] JSON performance: adopt orjson for dumps and critical loads where safe; canonical writer backed by orjson
/Users/frisowempe/ISA_D/docs/TODO.md,297,- [ ] Validation speed: precompile JSON Schemas via fastjsonschema; use Pydantic v2 compiled validators
/Users/frisowempe/ISA_D/docs/TODO.md,298,- [ ] Dataframes: prototype Polars for heavy transforms; fallback to pandas where simpler
/Users/frisowempe/ISA_D/docs/TODO.md,299,- [ ] Joins/aggregation: add optional DuckDB path for large joins; compare perf and memory
/Users/frisowempe/ISA_D/docs/TODO.md,300,- [ ] Caching: content-hash + LRU caches for pure functions; HTTP caching (ETag/If-None-Match)
/Users/frisowempe/ISA_D/docs/TODO.md,301,- [ ] I/O streaming: stream CSV/JSONL and compressed inputs; avoid materializing large intermediates
/Users/frisowempe/ISA_D/docs/TODO.md,302,- [ ] Async I/O: httpx (async) for external calls with connection pooling and timeouts
/Users/frisowempe/ISA_D/docs/TODO.md,303,- [ ] Concurrency: safe multiprocessing for CPU-bound; asyncio for I/O-bound; document limits
/Users/frisowempe/ISA_D/docs/TODO.md,304,- [ ] Test speed: pytest-xdist for parallel tests; split slow tests to nightly
/Users/frisowempe/ISA_D/docs/TODO.md,305,- [ ] Memory: tracemalloc and objgraph snapshots for hot paths; fix top leaks
/Users/frisowempe/ISA_D/docs/TODO.md,310,- [ ] Content-hash caches for expensive steps (disk-backed)
/Users/frisowempe/ISA_D/docs/TODO.md,311,- [ ] Invalidation strategy documented
/Users/frisowempe/ISA_D/docs/TODO.md,321,- [ ] Optional OpenTelemetry spans on pipelines
/Users/frisowempe/ISA_D/docs/TODO.md,322,- [ ] Implement Cognitive Visualizer: agent to generate a `reasoning_graph.mermaid` artifact for complex tasks to explain its decision process.
/Users/frisowempe/ISA_D/docs/TODO.md,328,- [x] Memory logs snapshot artifact
/Users/frisowempe/ISA_D/docs/TODO.md,329,- [ ] Dashboard panel for memory events rate and drift (Grafana)
/Users/frisowempe/ISA_D/docs/TODO.md,334,- [ ] Low-overhead structured logging via orjson; add sampling for noisy categories
/Users/frisowempe/ISA_D/docs/TODO.md,335,- [ ] Standardize metrics types: counters and histograms (latency P50/P95/P99) with exemplars
/Users/frisowempe/ISA_D/docs/TODO.md,336,- [ ] Request-scoped correlation/tracing IDs propagated across tasks
/Users/frisowempe/ISA_D/docs/TODO.md,344,"- [ ] Bandit, pip-audit, gitleaks in CI (advisory → gates)"
/Users/frisowempe/ISA_D/docs/TODO.md,345,- [ ] SBOM generation (syft) and Trivy container scan weekly
/Users/frisowempe/ISA_D/docs/TODO.md,346,- [ ] Vulnerability triage workflow documented
/Users/frisowempe/ISA_D/docs/TODO.md,355,- [x] PR CI skeleton (ruff enforced; others advisory)
/Users/frisowempe/ISA_D/docs/TODO.md,356,- [x] Nightly and weekly workflows in place
/Users/frisowempe/ISA_D/docs/TODO.md,357,"- [ ] Release workflow (semver, changelog, signed artifacts)"
/Users/frisowempe/ISA_D/docs/TODO.md,359,"- [x] Significance-triggered deep checks wired in CI (Semgrep, extended tests)"
/Users/frisowempe/ISA_D/docs/TODO.md,360,- [x] Memory coherence gate enforced + memory logs snapshot uploaded
/Users/frisowempe/ISA_D/docs/TODO.md,361,- [x] Combined coverage across app + packages (advisory) and baseline on main
/Users/frisowempe/ISA_D/docs/TODO.md,362,- [x] Agent Check workflow (on-demand) added
/Users/frisowempe/ISA_D/docs/TODO.md,370,- [ ] packages/orchestrator: LangGraph graphs (plan→tool→reflect; long jobs)
/Users/frisowempe/ISA_D/docs/TODO.md,371,- [ ] packages/agents/autogen: AutoGen teams + Studio configs; promotion pipeline to LangGraph
/Users/frisowempe/ISA_D/docs/TODO.md,372,"- [ ] packages/llm: runtime layer (OpenAI Responses, Bedrock Agents) with one interface + parity tests"
/Users/frisowempe/ISA_D/docs/TODO.md,373,- [ ] packages/dspy: DSPy modules for top tasks; training/compile scripts + artifacts
/Users/frisowempe/ISA_D/docs/TODO.md,374,- [ ] infra/rag: Pinecone ingestion/embeddings/indexers/retrievers; eval notebooks; golden datasets
/Users/frisowempe/ISA_D/docs/TODO.md,375,"- [ ] infra/mcp: MCP client + servers (FS, Git, Build, GS1); secure defaults; smoke tests in CI"
/Users/frisowempe/ISA_D/docs/TODO.md,376,"- [ ] Implement Dynamic Multi-Agent Collaboration: enable the orchestrator to spawn and manage teams of specialized sub-agents (e.g., Coder, Tester, Documenter) for complex tasks."
/Users/frisowempe/ISA_D/docs/TODO.md,377,- [x] SuperApp policy: forbid direct LLM calls (guard flag) + minimal orchestrator facade behind flag with unit test
/Users/frisowempe/ISA_D/docs/TODO.md,378,Acceptance: Runtime parity ≥95% on evals; MCP smoke green 7 days; PRs include traces/evidence; orchestrator-only policy verified by tests.
/Users/frisowempe/ISA_D/docs/TODO.md,382,"- [x] Makefile tasks (setup, lint, fix, typecheck, test)"
/Users/frisowempe/ISA_D/docs/TODO.md,384,- [x] Devcontainer + VS Code tasks (added)
/Users/frisowempe/ISA_D/docs/TODO.md,386,- [ ] 5‑minute onboarding guide and one-command demo
/Users/frisowempe/ISA_D/docs/TODO.md,392,- [ ] Great Expectations or pydantic-core suites for inputs
/Users/frisowempe/ISA_D/docs/TODO.md,394,- [ ] CI gate for data quality with actionable errors
/Users/frisowempe/ISA_D/docs/TODO.md,404,"- [ ] Wheels for packages/{isa_c_full,isa_c_mapping} with CLI entries"
/Users/frisowempe/ISA_D/docs/TODO.md,406,"- [ ] Docker image for apps/superapp (non-root, healthcheck)"
/Users/frisowempe/ISA_D/docs/TODO.md,408,"- [ ] docker-compose demo stack under infra/; K8s readiness doc (probes, statelessness, HPA)"
/Users/frisowempe/ISA_D/docs/TODO.md,416,- [ ] Split FastAPI app into routers/services; remove in-process uvicorn spawn; add proper CLI entrypoint
/Users/frisowempe/ISA_D/docs/TODO.md,417,- [ ] Health/readiness probes and graceful shutdown; config centralized (pydantic-settings)
/Users/frisowempe/ISA_D/docs/TODO.md,418,- [ ] Static/assets served via ASGI static middleware; add CSP header checks in tests
/Users/frisowempe/ISA_D/docs/TODO.md,423,- [x] Lead Developer Autonomy policy documented (act without asking; research-first; escalation triggers)
/Users/frisowempe/ISA_D/docs/TODO.md,424,- [x] Outcomes logging + weekly summary reports (local-first)
/Users/frisowempe/ISA_D/docs/TODO.md,425,- [x] Docs reference linter and index (search_index) for cross-link integrity
/Users/frisowempe/ISA_D/docs/TODO.md,426,- [x] PR Notes generator (Plan/Diff/Evidence) for branch updates
/Users/frisowempe/ISA_D/docs/TODO.md,428,- [ ] Implement Tree-of-Thoughts in Planner to explore multiple solution paths; use Critic to score and select the best branch.
/Users/frisowempe/ISA_D/docs/TODO.md,429,"- [ ] Implement Autonomous Tool Creation: enable agent to write, test, and register new Python functions in a dedicated `packages/agent_tools` library."
/Users/frisowempe/ISA_D/docs/TODO.md,430,- [ ] Empower Critic to identify and propose proactive refactorings for code with high complexity or low maintainability.
/Users/frisowempe/ISA_D/docs/TODO.md,431,"- [ ] Add multi-provider support for agent instructions (e.g., `docs/agents/gemini.md`) to allow different assistants to operate effectively."
/Users/frisowempe/ISA_D/docs/TODO.md,439,"- [x] Roles, safety policies, autonomy tiers documented"
/Users/frisowempe/ISA_D/docs/TODO.md,440,"- [ ] Implement policy engine (allowlists, rate limits, kill-switch)"
/Users/frisowempe/ISA_D/docs/TODO.md,441,- [ ] Agent PR dry-run job (plan/diff comment) in CI; document PR comment schema and artifact paths
/Users/frisowempe/ISA_D/docs/TODO.md,443,Acceptance: All agent edits via branches; CI green required for merges; kill-switch documented.
/Users/frisowempe/ISA_D/docs/TODO.md,449,- [x] Initial reward model drafted
/Users/frisowempe/ISA_D/docs/TODO.md,450,- [ ] Bandit strategy set defined; replay logs schema
/Users/frisowempe/ISA_D/docs/TODO.md,451,- [ ] Eval suite of low-risk tasks with win-rate tracking
/Users/frisowempe/ISA_D/docs/TODO.md,452,- [ ] Formalize TDD strategy: update Reward Model to heavily incentivize generating a failing test before writing implementation code.
/Users/frisowempe/ISA_D/docs/TODO.md,459,"- [ ] SLOs for agent success, revert rate, planning latency"
/Users/frisowempe/ISA_D/docs/TODO.md,460,- [ ] Alerts wired (Slack) for budget breaches
/Users/frisowempe/ISA_D/docs/TODO.md,468,- [ ] Tiered autonomy rollout (T0→T2) playbook
/Users/frisowempe/ISA_D/docs/TODO.md,469,- [ ] Rollback & repro pack automation
/Users/frisowempe/ISA_D/docs/TODO.md,474,- [ ] Adapter abstraction for LLM/tooling (DeepSeek-ready)
/Users/frisowempe/ISA_D/docs/TODO.md,475,- [ ] Parity tests (plan/diff consistency) across engines
/Users/frisowempe/ISA_D/docs/TODO.md,480,"- [ ] Foundations: adapter interface, flags, eval harness"
/Users/frisowempe/ISA_D/docs/TODO.md,481,- [ ] ESG‑BERT + rules MVP (NOW)
/Users/frisowempe/ISA_D/docs/TODO.md,482,- [ ] LNN rule validator (NOW)
/Users/frisowempe/ISA_D/docs/TODO.md,483,- [ ] SenticNet client (NOW optional)
/Users/frisowempe/ISA_D/docs/TODO.md,484,"- [ ] Pilots: ESGSenticNet, DeepProbLog, Weave.AI"
/Users/frisowempe/ISA_D/docs/TODO.md,485,"- [ ] Research: NeurASP, DON"
/Users/frisowempe/ISA_D/docs/TODO.md,486,Acceptance: Each adapter promoted only after meeting metrics for 7 consecutive days.
/Users/frisowempe/ISA_D/docs/TODO.md,490,- [x] Router + logs + tests
/Users/frisowempe/ISA_D/docs/TODO.md,491,- [ ] Zep adapter behind flag (temporal KG)
/Users/frisowempe/ISA_D/docs/TODO.md,492,- [ ] MemEngine adapter behind flag
/Users/frisowempe/ISA_D/docs/TODO.md,493,- [ ] A‑MEM adapter behind flag
/Users/frisowempe/ISA_D/docs/TODO.md,494,- [ ] AWS memory‑augmented patterns (S3/Dynamo) behind flag
/Users/frisowempe/ISA_D/docs/TODO.md,495,- [ ] MCP protocol for tool/context access (explore)
/Users/frisowempe/ISA_D/docs/TODO.md,496,- [ ] LangChain memory modules (buffer/summary/vector) parity tests
/Users/frisowempe/ISA_D/docs/TODO.md,501,"- [ ] Source registry and ingestion (official portals, regulators, legislative DBs) with multilingual coverage"
/Users/frisowempe/ISA_D/docs/TODO.md,502,- [ ] NLP summaries and requirement extraction; accuracy sampling process
/Users/frisowempe/ISA_D/docs/TODO.md,503,- [ ] Horizon scanning models + evidence logging (predictions → outcomes)
/Users/frisowempe/ISA_D/docs/TODO.md,504,- [ ] Stakeholder/engagement graph; link to advocacy playbooks
/Users/frisowempe/ISA_D/docs/TODO.md,505,- [ ] Role dashboards + alerts; sector briefs; portal widgets for members
/Users/frisowempe/ISA_D/docs/TODO.md,506,"- [ ] Intelligence‑as‑a‑Service packaging (tiers, SLAs, pricing); billing integration stub"
/Users/frisowempe/ISA_D/docs/TODO.md,511,- [ ] Workshop: secure co‑authoring with version history and threaded comments
/Users/frisowempe/ISA_D/docs/TODO.md,512,- [ ] Forum: AI comment triage; structured dissent resolution; digital balloting
/Users/frisowempe/ISA_D/docs/TODO.md,513,- [ ] Opportunity Engine: proactive work item detection from RI + market/tech signals
/Users/frisowempe/ISA_D/docs/TODO.md,514,- [ ] Publisher: automated validation/linting; multi‑format outputs; cross‑standard checks
/Users/frisowempe/ISA_D/docs/TODO.md,515,- [ ] Contributor analytics; publication latency dashboard; UX hardening
/Users/frisowempe/ISA_D/docs/TODO.md,520,- [ ] Flip mypy/tests/security to enforced after stability window
/Users/frisowempe/ISA_D/docs/TODO.md,521,- [ ] Set coverage/type thresholds in CI and document waivers
/Users/frisowempe/ISA_D/docs/TODO.md,522,Acceptance: Gates enforced with minimal flakiness; waivers tracked in TECH_DEBT.md.
/Users/frisowempe/ISA_D/docs/TODO.md,526,"- [ ] Data classification (PII, sensitive, public); tag flows"
/Users/frisowempe/ISA_D/docs/TODO.md,527,- [ ] DPIA and threat model for data processing
/Users/frisowempe/ISA_D/docs/TODO.md,528,- [ ] DSR playbooks (access/delete/export) and retention policy
/Users/frisowempe/ISA_D/docs/TODO.md,529,- [ ] Redaction/anonymization utilities with tests
/Users/frisowempe/ISA_D/docs/TODO.md,534,- [ ] Ownership/stewardship matrix for datasets and schemas
/Users/frisowempe/ISA_D/docs/TODO.md,535,"- [ ] Lineage capture for pipelines (run IDs, input/output content hashes; consider OpenLineage)"
/Users/frisowempe/ISA_D/docs/TODO.md,536,- [ ] Data versioning policy for golden datasets (Git LFS/DVC) without repo bloat
/Users/frisowempe/ISA_D/docs/TODO.md,537,- [ ] Data catalog export (even if lightweight JSON)
/Users/frisowempe/ISA_D/docs/AGENTIC_SCORECARD.md,5,- 0–3: Nascent — documented intent only
/Users/frisowempe/ISA_D/docs/AGENTIC_SCORECARD.md,8,"- 9–10: Excellent — enforced, stable (7+ days), metrics tracked, rollback/canaries"
/Users/frisowempe/ISA_D/docs/AGENTIC_SCORECARD.md,19,- Verification & Gates: 7/10 — promote to enforced after stability (7 days) next.
/Users/frisowempe/ISA_D/docs/AGENTIC_SCORECARD.md,27,- Flip tests/coverage/mypy/semgrep to enforced after 7 green days (core paths).
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,9,- [ ] Lint clean (ruff) and formatted
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,10,- [ ] Typecheck clean (mypy) or waivers documented in TECH_DEBT.md
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,11,- [ ] Tests updated/added; PR CI test job green (advisory until gates flip)
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,12,"- [ ] Determinism preserved (snapshots/canonical outputs, where applicable)"
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,13,- [ ] Security checks reviewed (Bandit/pip-audit output; zero high/critical on main)
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,14,- [ ] Docs updated (README/CHANGELOG/runbooks as relevant)
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,15,- [ ] Rollback notes and risk in PR description; no destructive migrations without plan
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,16,- [ ] Adapters/feature flags used for new integrations; defaults safe (OFF)
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,19,- [ ] Guard tests for public surface/routers; behavior unchanged unless specified
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,20,- [ ] Observability: structured logs with correlation IDs; metrics for critical paths
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,21,- [ ] Config via typed settings; no secrets in code; .env.example updated
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,22,"- [ ] Performance impact considered; if marked critical, include benchmark delta and perf budget status"
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,25,- [ ] Schema/mapping matrix updated; data quality checks pass (no new critical failures)
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,26,- [ ] Snapshot/golden outputs updated intentionally; review includes diff of canonical outputs
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,27,- [ ] Large datasets handled via LFS/DVC or artifacts (no repo bloat)
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,30,- [ ] Docs build; links and examples tested
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,31,- [ ] PR template/DoD alignment verified
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,32,- [ ] Autonomy: changes follow Lead Developer mode (act without asking); escalation only per policy triggers
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,35,"- [ ] R2P artifacts attached: search ledger, POC protocol, replication notes"
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,36,- [ ] Decision (Adopt/Hold/Reject) recorded; ADR if adopted; adapter+flag integration
/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,37,- [ ] Shadow A/B plan for 7-day stability documented before gating
/Users/frisowempe/ISA_D/docs/ROADMAP.md,98,- Phase 3: Nap‑time learning promotion; memory drift thresholds tuned; flip coherence gate to enforced after 7 green days.
/Users/frisowempe/ISA_D/docs/ROADMAP.md,164,- Phase 1: ruff enforced; mypy/tests advisory.
/Users/frisowempe/ISA_D/docs/ROADMAP.md,166,- Phase 2–3: ≥90% coverage; flip type/tests to enforced; nightly mutation ≥70%.
/Users/frisowempe/ISA_D/docs/ROADMAP.md,170,- Process: Definition of Done + PR template enforced on PRs.
/Users/frisowempe/ISA_D/docs/ROADMAP.md,267,- Gate A: ruff enforced; PR CI green; monorepo ready.
/Users/frisowempe/ISA_D/docs/ROADMAP.md,268,"- Gate B: coverage ≥90% (core), mypy enforced, mapping matrix complete."
/Users/frisowempe/ISA_D/docs/ROADMAP.md,272,- Gate OI: runtime parity ≥95% on eval tasks; MCP smoke green 7 days; orchestrator-only call policy enforced; AutoGen flows promoted to LangGraph.
/Users/frisowempe/ISA_D/docs/ROADMAP.md,279,- CP-1 (to Gate A): Monorepo target layout approved → Migration map finalized → ruff enforced in CI.
/Users/frisowempe/ISA_D/docs/ROADMAP.md,280,- CP-2 (to Gate B): Tests stabilized (core coverage ≥90%) → mypy green on target modules → flip mypy/tests to enforced.
/Users/frisowempe/ISA_D/docs/ROADMAP.md,282,- CP-4 (to Gate D): Security baseline triaged → no high/critical in Bandit/pip-audit/Trivy → flip to enforced.
/Users/frisowempe/ISA_D/docs/ROADMAP.md,287,"- A check flips from advisory to enforced only after 7 consecutive green nightly runs meeting thresholds, and no open waivers in TECH_DEBT.md."
/Users/frisowempe/ISA_D/docs/ROADMAP.md,292,"- Medium term (weeks 3–6): Quality gates (typing/tests/security) enforced, deterministic outputs, performance uplift, NeSy MVPs in shadow."
/Users/frisowempe/ISA_D/docs/CI_WORKFLOWS.md,11,- Memory coherence: enforced drift gate; uploads memory logs snapshot.
/Users/frisowempe/ISA_D/docs/CI_WORKFLOWS.md,52,- Large/binary files should be tracked via LFS where retention is required (see `docs/ops/LFS_POLICY.md`).
/Users/frisowempe/ISA_D/docs/CI_WORKFLOWS.md,60,"Once these conditions are met, flip the memory coherence gate from advisory to enforced and document the change in `docs/QUALITY_GATES.md` and the release notes."
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,6,- Enforced: failures block merges.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,8,Initial PR CI (advisory → enforced when stable)
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,9,- Lint/format (ruff): enforced immediately.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,10,- Typecheck (mypy): advisory → enforced once green for 7 consecutive days.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,11,- Tests + coverage: advisory → enforced at ≥90% coverage (core modules).
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,12,"- Security (bandit, pip-audit, gitleaks): advisory → enforced once baseline issues triaged."
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,19,- **Linting**: Must pass `ruff check`.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,20,- **Formatting**: Must pass `ruff format --check`.
