RuleID,SourceFile,Line,Artefact,Status,Evidence
R-9dbf04468fb7,/Users/frisowempe/ISA_D/docs/TODO.md,151,,FAIL,
R-e8818167f545,/Users/frisowempe/ISA_D/docs/TODO.md,152,,FAIL,
R-afa1a1c02aae,/Users/frisowempe/ISA_D/docs/TODO.md,156,,FAIL,
R-957cd9d62ff3,/Users/frisowempe/ISA_D/docs/TODO.md,157,,FAIL,
R-fed1d2e97f31,/Users/frisowempe/ISA_D/docs/TODO.md,163,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-25c53dec5c45,/Users/frisowempe/ISA_D/docs/TODO.md,167,,FAIL,
R-f927055b7793,/Users/frisowempe/ISA_D/docs/TODO.md,169,,FAIL,
R-0a552f067211,/Users/frisowempe/ISA_D/docs/TODO.md,171,,FAIL,
R-7341f1910f14,/Users/frisowempe/ISA_D/docs/TODO.md,175,,FAIL,
R-498570e79028,/Users/frisowempe/ISA_D/docs/TODO.md,177,,FAIL,
R-d12544235b05,/Users/frisowempe/ISA_D/docs/TODO.md,181,,FAIL,
R-62ec542ca807,/Users/frisowempe/ISA_D/docs/TODO.md,191,,FAIL,
R-bbdc56b3e588,/Users/frisowempe/ISA_D/docs/TODO.md,193,,FAIL,
R-e07ac08762d3,/Users/frisowempe/ISA_D/docs/TODO.md,195,,FAIL,
R-1d46a4d6fa09,/Users/frisowempe/ISA_D/docs/TODO.md,201,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-dc5796da3979,/Users/frisowempe/ISA_D/docs/TODO.md,205,,FAIL,
R-51378f500601,/Users/frisowempe/ISA_D/docs/TODO.md,207,,FAIL,
R-271c5dce891a,/Users/frisowempe/ISA_D/docs/TODO.md,209,,FAIL,
R-c2260861df6a,/Users/frisowempe/ISA_D/docs/TODO.md,211,,FAIL,
R-f2ceda79a5b5,/Users/frisowempe/ISA_D/docs/TODO.md,215,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-248498e29318,/Users/frisowempe/ISA_D/docs/TODO.md,217,,FAIL,
R-5125d7cca29a,/Users/frisowempe/ISA_D/docs/TODO.md,221,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-4f38bb3fcfbb,/Users/frisowempe/ISA_D/docs/TODO.md,222,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-409d9199dec7,/Users/frisowempe/ISA_D/docs/TODO.md,223,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-9bee9ac9e31b,/Users/frisowempe/ISA_D/docs/TODO.md,225,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-b59288a10d19,/Users/frisowempe/ISA_D/docs/TODO.md,233,,FAIL,
R-9268bab708e3,/Users/frisowempe/ISA_D/docs/TODO.md,234,,FAIL,
R-159c3a350e1b,/Users/frisowempe/ISA_D/docs/TODO.md,235,,FAIL,
R-db3dd8a664b0,/Users/frisowempe/ISA_D/docs/TODO.md,236,,FAIL,
R-e3b2ebc64bee,/Users/frisowempe/ISA_D/docs/TODO.md,237,,FAIL,
R-8e531613c701,/Users/frisowempe/ISA_D/docs/TODO.md,238,,FAIL,
R-6b5a6dcf87e5,/Users/frisowempe/ISA_D/docs/TODO.md,239,,FAIL,
R-96f22ef7f52d,/Users/frisowempe/ISA_D/docs/TODO.md,240,,FAIL,
R-bc8339b37a1f,/Users/frisowempe/ISA_D/docs/TODO.md,241,,FAIL,
R-618983bfa2fa,/Users/frisowempe/ISA_D/docs/TODO.md,242,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-6798ad2929ce,/Users/frisowempe/ISA_D/docs/TODO.md,246,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-9e7dbf6f4dc4,/Users/frisowempe/ISA_D/docs/TODO.md,247,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-a7dbc6e6228b,/Users/frisowempe/ISA_D/docs/TODO.md,248,,FAIL,
R-d6bc4e45b84d,/Users/frisowempe/ISA_D/docs/TODO.md,252,,FAIL,
R-a224f850b0e6,/Users/frisowempe/ISA_D/docs/TODO.md,253,,FAIL,
R-76135a52bb4a,/Users/frisowempe/ISA_D/docs/TODO.md,254,,FAIL,
R-17ef29a93d9c,/Users/frisowempe/ISA_D/docs/TODO.md,255,,FAIL,
R-4a05c8cd9200,/Users/frisowempe/ISA_D/docs/TODO.md,256,.github/workflows/ci.yml,PASS,241: pip install semgrep
R-956e4c89cdc2,/Users/frisowempe/ISA_D/docs/TODO.md,257,,FAIL,
R-ed8b04bd4c2f,/Users/frisowempe/ISA_D/docs/TODO.md,261,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-00c4b28c557e,/Users/frisowempe/ISA_D/docs/TODO.md,262,,FAIL,
R-f6a602b4fd67,/Users/frisowempe/ISA_D/docs/TODO.md,270,,FAIL,
R-3beaedf4ef70,/Users/frisowempe/ISA_D/docs/TODO.md,271,,WARN,
R-9f56404cb7ab,/Users/frisowempe/ISA_D/docs/TODO.md,279,,FAIL,
R-b5ece1a9655b,/Users/frisowempe/ISA_D/docs/TODO.md,289,,FAIL,
R-37748cf26847,/Users/frisowempe/ISA_D/docs/TODO.md,290,,FAIL,
R-1c9d314e6fd1,/Users/frisowempe/ISA_D/docs/TODO.md,291,,FAIL,
R-e07d63cd18b6,/Users/frisowempe/ISA_D/docs/TODO.md,296,,FAIL,
R-2dec9f2a076d,/Users/frisowempe/ISA_D/docs/TODO.md,297,,FAIL,
R-cbb94c7bc737,/Users/frisowempe/ISA_D/docs/TODO.md,298,,FAIL,
R-3f537fcb5512,/Users/frisowempe/ISA_D/docs/TODO.md,299,,FAIL,
R-c22dd89a92da,/Users/frisowempe/ISA_D/docs/TODO.md,300,,FAIL,
R-6739cdca7460,/Users/frisowempe/ISA_D/docs/TODO.md,301,,FAIL,
R-ed0119b5e6fe,/Users/frisowempe/ISA_D/docs/TODO.md,302,,FAIL,
R-9d01995467e6,/Users/frisowempe/ISA_D/docs/TODO.md,303,,FAIL,
R-27bd28405806,/Users/frisowempe/ISA_D/docs/TODO.md,304,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-83f358e67993,/Users/frisowempe/ISA_D/docs/TODO.md,305,,FAIL,
R-8362e569ec08,/Users/frisowempe/ISA_D/docs/TODO.md,310,,FAIL,
R-d96e986d6ffa,/Users/frisowempe/ISA_D/docs/TODO.md,311,,FAIL,
R-47e7a022db6c,/Users/frisowempe/ISA_D/docs/TODO.md,321,,FAIL,
R-c08555e64244,/Users/frisowempe/ISA_D/docs/TODO.md,322,,FAIL,
R-a0543766f38e,/Users/frisowempe/ISA_D/docs/TODO.md,328,,FAIL,
R-9191209493c7,/Users/frisowempe/ISA_D/docs/TODO.md,329,,FAIL,
R-7c892f329315,/Users/frisowempe/ISA_D/docs/TODO.md,334,,FAIL,
R-5e7fce1a53e3,/Users/frisowempe/ISA_D/docs/TODO.md,335,,FAIL,
R-03a94fcbfcdd,/Users/frisowempe/ISA_D/docs/TODO.md,336,,FAIL,
R-3dc0a254a63a,/Users/frisowempe/ISA_D/docs/TODO.md,344,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-aa6807bafae2,/Users/frisowempe/ISA_D/docs/TODO.md,345,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-0870c70151e6,/Users/frisowempe/ISA_D/docs/TODO.md,346,,FAIL,
R-20841b73bfa1,/Users/frisowempe/ISA_D/docs/TODO.md,355,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-a76d7bd9d351,/Users/frisowempe/ISA_D/docs/TODO.md,356,,FAIL,
R-b0022698b24e,/Users/frisowempe/ISA_D/docs/TODO.md,357,,FAIL,
R-31199a05118d,/Users/frisowempe/ISA_D/docs/TODO.md,359,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-f9f72e981f58,/Users/frisowempe/ISA_D/docs/TODO.md,360,,FAIL,
R-c1ccf5a858ee,/Users/frisowempe/ISA_D/docs/TODO.md,361,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-d3e54566649b,/Users/frisowempe/ISA_D/docs/TODO.md,362,.github/workflows/ci.yml,PASS,"42: python scripts/significance_trigger.py --base ""${{ steps.base.outputs.sha }}"" \"
R-4a48aca48656,/Users/frisowempe/ISA_D/docs/TODO.md,370,,FAIL,
R-8235367ccdab,/Users/frisowempe/ISA_D/docs/TODO.md,371,,FAIL,
R-842a839ed220,/Users/frisowempe/ISA_D/docs/TODO.md,372,,FAIL,
R-9e5140e68291,/Users/frisowempe/ISA_D/docs/TODO.md,373,,FAIL,
R-60d5d6854a69,/Users/frisowempe/ISA_D/docs/TODO.md,374,,FAIL,
R-d1aa74ff07d3,/Users/frisowempe/ISA_D/docs/TODO.md,375,,FAIL,
R-0a5a2e74fe2e,/Users/frisowempe/ISA_D/docs/TODO.md,376,,FAIL,
R-434028a65f49,/Users/frisowempe/ISA_D/docs/TODO.md,377,,FAIL,
R-129a64c4e8d4,/Users/frisowempe/ISA_D/docs/TODO.md,378,,FAIL,
R-322e1de0b0a5,/Users/frisowempe/ISA_D/docs/TODO.md,382,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-b4be90d4fd8c,/Users/frisowempe/ISA_D/docs/TODO.md,384,,FAIL,
R-cd6de0ca10e9,/Users/frisowempe/ISA_D/docs/TODO.md,386,,FAIL,
R-414cbd4a096a,/Users/frisowempe/ISA_D/docs/TODO.md,392,,FAIL,
R-b0064a21237b,/Users/frisowempe/ISA_D/docs/TODO.md,394,,FAIL,
R-b30f654bf027,/Users/frisowempe/ISA_D/docs/TODO.md,404,,FAIL,
R-bd0cfc46168c,/Users/frisowempe/ISA_D/docs/TODO.md,406,ISA_SuperApp/Dockerfile,PASS,19: EXPOSE 8787
R-e35d8a093a21,/Users/frisowempe/ISA_D/docs/TODO.md,408,ISA_SuperApp/Dockerfile,PASS,19: EXPOSE 8787
R-5e63dc08c715,/Users/frisowempe/ISA_D/docs/TODO.md,416,,FAIL,
R-3994c4edceba,/Users/frisowempe/ISA_D/docs/TODO.md,417,,FAIL,
R-e6d728225522,/Users/frisowempe/ISA_D/docs/TODO.md,418,.github/workflows/ci.yml,PASS,241: pip install semgrep
R-fa8d746ba27c,/Users/frisowempe/ISA_D/docs/TODO.md,423,,FAIL,
R-370588a3afdc,/Users/frisowempe/ISA_D/docs/TODO.md,424,,FAIL,
R-b44968557e35,/Users/frisowempe/ISA_D/docs/TODO.md,425,,FAIL,
R-52fa83cc95c9,/Users/frisowempe/ISA_D/docs/TODO.md,426,,FAIL,
R-7783d2fc0a58,/Users/frisowempe/ISA_D/docs/TODO.md,428,,FAIL,
R-cc27300cb5e8,/Users/frisowempe/ISA_D/docs/TODO.md,429,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-072fee4cf954,/Users/frisowempe/ISA_D/docs/TODO.md,430,,FAIL,
R-318abf00b67e,/Users/frisowempe/ISA_D/docs/TODO.md,431,,FAIL,
R-1d48861d48da,/Users/frisowempe/ISA_D/docs/TODO.md,439,,FAIL,
R-1d124a54a08d,/Users/frisowempe/ISA_D/docs/TODO.md,440,,WARN,
R-5be90412b2f2,/Users/frisowempe/ISA_D/docs/TODO.md,441,,FAIL,
R-2b22c26bf902,/Users/frisowempe/ISA_D/docs/TODO.md,443,,FAIL,
R-c8b82d69ed54,/Users/frisowempe/ISA_D/docs/TODO.md,449,,FAIL,
R-ab72d4feea74,/Users/frisowempe/ISA_D/docs/TODO.md,450,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-f5524e481e9d,/Users/frisowempe/ISA_D/docs/TODO.md,451,,FAIL,
R-d43ad302fc0e,/Users/frisowempe/ISA_D/docs/TODO.md,452,,FAIL,
R-14998c736d22,/Users/frisowempe/ISA_D/docs/TODO.md,459,,FAIL,
R-dbcbf426e431,/Users/frisowempe/ISA_D/docs/TODO.md,460,,FAIL,
R-7abe5af858df,/Users/frisowempe/ISA_D/docs/TODO.md,468,,FAIL,
R-af14b5af7ece,/Users/frisowempe/ISA_D/docs/TODO.md,469,,FAIL,
R-05b2f6725569,/Users/frisowempe/ISA_D/docs/TODO.md,474,,FAIL,
R-86a171ea607c,/Users/frisowempe/ISA_D/docs/TODO.md,475,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-39a0879f68e4,/Users/frisowempe/ISA_D/docs/TODO.md,480,,FAIL,
R-e0741e3fc8af,/Users/frisowempe/ISA_D/docs/TODO.md,481,,FAIL,
R-07f72f5a6c0a,/Users/frisowempe/ISA_D/docs/TODO.md,482,,FAIL,
R-a7898f8f2377,/Users/frisowempe/ISA_D/docs/TODO.md,483,,FAIL,
R-ebc4721e2fa2,/Users/frisowempe/ISA_D/docs/TODO.md,484,,FAIL,
R-39fd381fcbf2,/Users/frisowempe/ISA_D/docs/TODO.md,485,,FAIL,
R-1516620ab718,/Users/frisowempe/ISA_D/docs/TODO.md,486,,FAIL,
R-348ad72c8b8b,/Users/frisowempe/ISA_D/docs/TODO.md,490,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-8ad1d176379f,/Users/frisowempe/ISA_D/docs/TODO.md,491,,FAIL,
R-9f2ad0a9d58d,/Users/frisowempe/ISA_D/docs/TODO.md,492,,FAIL,
R-b2c6c2820204,/Users/frisowempe/ISA_D/docs/TODO.md,493,,FAIL,
R-dd6b8e6ac6af,/Users/frisowempe/ISA_D/docs/TODO.md,494,,FAIL,
R-2618afabb031,/Users/frisowempe/ISA_D/docs/TODO.md,495,,FAIL,
R-c1d50223f942,/Users/frisowempe/ISA_D/docs/TODO.md,496,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-70b6f49b4ace,/Users/frisowempe/ISA_D/docs/TODO.md,501,,FAIL,
R-2b2e0f58e38d,/Users/frisowempe/ISA_D/docs/TODO.md,502,,FAIL,
R-8dd8c65f4773,/Users/frisowempe/ISA_D/docs/TODO.md,503,,FAIL,
R-168f8311977c,/Users/frisowempe/ISA_D/docs/TODO.md,504,,FAIL,
R-e3beaaeab5cb,/Users/frisowempe/ISA_D/docs/TODO.md,505,,FAIL,
R-f9c85f7b34f2,/Users/frisowempe/ISA_D/docs/TODO.md,506,,FAIL,
R-694a77ad4510,/Users/frisowempe/ISA_D/docs/TODO.md,511,,FAIL,
R-11d47c6fd42a,/Users/frisowempe/ISA_D/docs/TODO.md,512,,FAIL,
R-cf25df8192d2,/Users/frisowempe/ISA_D/docs/TODO.md,513,,FAIL,
R-46ac5ba35ecb,/Users/frisowempe/ISA_D/docs/TODO.md,514,,FAIL,
R-674d43dae3a8,/Users/frisowempe/ISA_D/docs/TODO.md,515,,FAIL,
R-c4dd4daa8427,/Users/frisowempe/ISA_D/docs/TODO.md,520,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-578e125f3e57,/Users/frisowempe/ISA_D/docs/TODO.md,521,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-bbf05e4e6cfa,/Users/frisowempe/ISA_D/docs/TODO.md,522,,WARN,
R-ba76ccdf210e,/Users/frisowempe/ISA_D/docs/TODO.md,526,,FAIL,
R-1a53b64dcbf5,/Users/frisowempe/ISA_D/docs/TODO.md,527,,FAIL,
R-b146724fe8ee,/Users/frisowempe/ISA_D/docs/TODO.md,528,,FAIL,
R-fd589c54433b,/Users/frisowempe/ISA_D/docs/TODO.md,529,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-2dbdb608228f,/Users/frisowempe/ISA_D/docs/TODO.md,534,,FAIL,
R-626db764a97c,/Users/frisowempe/ISA_D/docs/TODO.md,535,,FAIL,
R-3ed2bca912ab,/Users/frisowempe/ISA_D/docs/TODO.md,536,,FAIL,
R-6e500afbc9f1,/Users/frisowempe/ISA_D/docs/TODO.md,537,,FAIL,
R-fbe0a745cdb2,/Users/frisowempe/ISA_D/docs/AGENTIC_SCORECARD.md,5,,FAIL,
R-cda509ed3438,/Users/frisowempe/ISA_D/docs/AGENTIC_SCORECARD.md,8,,FAIL,
R-f4820b35ee26,/Users/frisowempe/ISA_D/docs/AGENTIC_SCORECARD.md,19,,FAIL,
R-baf9aa74ce67,/Users/frisowempe/ISA_D/docs/AGENTIC_SCORECARD.md,27,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-6db3a5eff1b5,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,9,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-94ced6e9e842,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,10,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-3f9e651a6d3c,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,11,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-dd6474ce19ff,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,12,,FAIL,
R-c5e38311d6ef,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,13,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-f48eff0c4bcd,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,14,,FAIL,
R-779d4005add1,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,15,,FAIL,
R-0e3bd68e046a,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,16,,FAIL,
R-d17d58de4e3e,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,19,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-2e041b637b93,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,20,,FAIL,
R-49a259c33c36,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,21,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-056dc1f46261,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,22,,FAIL,
R-f15e6884f7da,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,25,,FAIL,
R-d7635dce3cd1,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,26,,FAIL,
R-61a9e1022437,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,27,,FAIL,
R-79f2b1ab97fb,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,30,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-319810b70913,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,31,,FAIL,
R-b5054f1e1cc1,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,32,,FAIL,
R-2eb8f87f7275,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,35,,FAIL,
R-85322fe384f9,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,36,,FAIL,
R-be2a7d9803ca,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,37,,FAIL,
R-9943098c1357,/Users/frisowempe/ISA_D/docs/ROADMAP.md,98,,FAIL,
R-ff397f7990e1,/Users/frisowempe/ISA_D/docs/ROADMAP.md,164,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-69e02fd41472,/Users/frisowempe/ISA_D/docs/ROADMAP.md,166,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-e460a7532c43,/Users/frisowempe/ISA_D/docs/ROADMAP.md,170,,FAIL,
R-f18a1cb5d8e4,/Users/frisowempe/ISA_D/docs/ROADMAP.md,267,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-a73741d1973a,/Users/frisowempe/ISA_D/docs/ROADMAP.md,268,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-2249377906ce,/Users/frisowempe/ISA_D/docs/ROADMAP.md,272,,FAIL,
R-3b64371b9362,/Users/frisowempe/ISA_D/docs/ROADMAP.md,279,,FAIL,
R-e3f969700429,/Users/frisowempe/ISA_D/docs/ROADMAP.md,280,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-37aee7014276,/Users/frisowempe/ISA_D/docs/ROADMAP.md,282,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-5d1334070c81,/Users/frisowempe/ISA_D/docs/ROADMAP.md,287,,FAIL,
R-0dac310f7ca6,/Users/frisowempe/ISA_D/docs/ROADMAP.md,292,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-102b34e2c058,/Users/frisowempe/ISA_D/docs/CI_WORKFLOWS.md,11,,FAIL,
R-8e5fcb6d132b,/Users/frisowempe/ISA_D/docs/CI_WORKFLOWS.md,52,,FAIL,
R-2c36c7163d42,/Users/frisowempe/ISA_D/docs/CI_WORKFLOWS.md,60,,FAIL,
R-c868f71180b0,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,6,,FAIL,
R-81bd5d41c221,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,8,,FAIL,
R-61e2990ce1a8,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,9,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-42bdfb61ef9f,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,10,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-64d1c3a84747,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,11,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-dde0de68d4bf,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,12,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-0e96d86436ae,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,19,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-18545355100b,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,20,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-da76116b54ff,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,21,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-28bf891b9551,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,22,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-ad054c50f65e,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,23,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-8d00ac61d083,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,27,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-bcc0186b674a,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,31,ISA_SuperApp/Dockerfile,PASS,19: EXPOSE 8787
R-f314121b818d,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,38,,FAIL,
R-ea85114a3218,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,46,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-898e366a0a91,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,50,,FAIL,
R-a902ef8c37df,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,52,,FAIL,
R-4d952ce8788d,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,63,,FAIL,
R-86f8a81d373c,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,65,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-95ceec0213e2,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,67,,WARN,
R-5b53b5dacb02,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,68,,WARN,
R-d02e54d5b4f5,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,74,,FAIL,
R-3278d70a22bb,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,82,,FAIL,
R-0487ebc6c5b8,/Users/frisowempe/ISA_D/docs/QUALITY_METHODS.md,8,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-308d70a02fb4,/Users/frisowempe/ISA_D/docs/QUALITY_METHODS.md,13,,FAIL,
R-e328d4af5a32,/Users/frisowempe/ISA_D/docs/QUALITY_METHODS.md,17,,FAIL,
R-edd1161908be,/Users/frisowempe/ISA_D/docs/COST_TELEMETRY.md,18,,FAIL,
