RuleID,Category,Standards,Deviation,Justification,SourceFile,Line,Title
R-b840bee62461,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tos-privacy.md,89,- **Gemini API key via the Vertex AI GenAI API:** This setting only controls the
R-2b9c7b610439,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/integration-tests.md,13,The integration tests are not run as part of the default `npm run test` command.
R-86ef7623e7ce,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/gemini-ignore.md,15,- Putting a `/` at the end will only match directories.
R-a4767a1baf21,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/gemini-ignore.md,19,"You can update your `.geminiignore` file at any time. To apply the changes, you "
R-bcd10734c695,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/telemetry.md,58,"To enable file export, use the `--telemetry-outfile` flag with a path to your de"
R-6e5bd347fef2,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/telemetry.md,65,"# NOTE: --telemetry-otlp-endpoint="""" is required to override the default"
R-49e366668fd3,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/.github/pull_request_template.md,38,"**If this PR is only related to an issue or is a partial fix, simply reference t"
R-b16127e53513,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,15,"- `path` (string, required): The absolute path to the directory to list."
R-3b8989f0cd2a,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,33,"- `path` (string, required): The absolute path to the file to read."
R-515446b18d55,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,37,"- For text files: Returns the content. If `offset` and `limit` are used, returns"
R-4c4a8dbb24db,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,54,"- `file_path` (string, required): The absolute path to the file to write to."
R-9fd44afebea4,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,55,"- `content` (string, required): The content to write into the file."
R-883690912b08,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,70,"- `pattern` (string, required): The glob pattern to match against (e.g., `""*.py"""
R-128a21c39f69,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,89,"- `pattern` (string, required): The regular expression (regex) to search for (e."
R-5793417b7535,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,117,"- `file_path` (string, required): The absolute path to the file to modify."
R-8e427181517a,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,118,"- `old_string` (string, required): The exact literal text to replace."
R-41826498e65b,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,120,**CRITICAL:** This string must uniquely identify the single instance to change.
R-62cb83d4a1c3,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/file-system.md,122,"- `new_string` (string, required): The exact literal text to replace `old_string"
R-5551cd5a5004,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/web-search.md,13,"- `query` (string, required): The search query."
R-f76773ed10fc,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/multi-file.md,20,"- `paths` (list[string], required): An array of glob patterns or paths relative "
R-c78e5e9babcd,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/web-fetch.md,13,"- `prompt` (string, required): A comprehensive prompt that includes the URL(s) ("
R-79ed19f6f76a,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,81,#### Required (one of the following)
R-85c7d5ad585f,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,95,- **`includeTools`** (string[]): List of tool names to include from this MCP ser
R-973b4f2964f3,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,169,- **`scopes`** (string[]): Required OAuth scopes
R-4506e66b5278,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,189,- **`google_credentials`**: The CLI will use the Google Application Default Cred
R-38644a8215eb,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,397,"When confirmation is required, users can choose:"
R-e8727c8923a6,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,399,- **Proceed once:** Execute this time only
R-6ba966b4e57b,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,506,3. **Check dependencies:** Ensure all required packages are installed
R-bb3f56df2ee6,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,541,4. **Environment variables:** Verify required environment variables are passed t
R-5f9008394adc,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,555,- **Trust settings:** The `trust` option bypasses all confirmation dialogs. Use
R-285db65b3f3d,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/mcp-server.md,583,"To return rich content, your tool's response must adhere to the MCP specificatio"
R-cd682d5f101a,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/memory.md,13,"- `fact` (string, required): The specific fact or piece of information to rememb"
R-48da4aaf2852,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/index.md,38,- **Utilize sandboxing:** All tools are subject to restrictions enforced by sand
R-ed73a8905993,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/shell.md,13,"- `command` (string, required): The exact shell command to execute."
R-b4a09179fa82,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/shell.md,71,"- `coreTools`: To restrict `run_shell_command` to a specific set of commands, ad"
R-76cba9432ea8,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/shell.md,82,**Allow only specific command prefixes**
R-4c8c991ded5e,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/tools/shell.md,84,"To allow only `git` and `npm` commands, and block all others:"
R-4faed9d0b8a3,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/core/tools-api.md,7,- **Tool (`tools.ts`):** An interface and base class (`BaseTool`) that defines t
R-100882161e2e,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/core/tools-api.md,14,- `shouldConfirmExecute()`: A method to determine if user confirmation is requir
R-ef41c78295e2,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/core/tools-api.md,37,- `ReadFileTool` (`read-file.ts`): Reads the content of a single file. It takes
R-c2d72f31b495,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/core/tools-api.md,51,Each of these tools extends `BaseTool` and implements the required methods for i
R-8708a1642195,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/core/index.md,21,"- **Session and state management:** Keeping track of the conversation state, inc"
R-6d17530472ee,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/core/index.md,29,"- **Tool execution:** When tools interact with the local system (e.g., `run_shel"
R-add2e54950bc,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/core/memport.md,91,The `validateImportPath` function ensures that imports are only allowed from spe
R-7e3fa76cbc17,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/authentication.md,8,- Note that the web login must be done in a browser that can communicate with th
R-91aedfd21092,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/authentication.md,15,"- If you fall into one of these categories, you must first configure a Google Cl"
R-825406869a38,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/authentication.md,70,> If you have previously set the `GOOGLE_API_KEY` or `GEMINI_API_KEY` environmen
R-940a82967cc7,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/authentication.md,97,- **Required Environment Variables for ADC:**
R-f17ebf9823e4,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/authentication.md,98,"- When using ADC (either with `gcloud` or a service account), you must also set "
R-71237a19cf36,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/authentication.md,112,- This option is only available when running in a Google Cloud Shell environment
R-3aaf5be3d934,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/authentication.md,157,"Instead, you must configure authentication using environment variables."
R-5f34b69c4f43,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,18,- **Description:** Saves the current conversation history. You must add a `<tag>
R-aeebb350fdbe,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,23,"- When you run `/chat list`, the CLI only scans these specific directories to fi"
R-a3362d909e36,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,70,"- **Description:** Hide tool descriptions, showing only the tool names."
R-77f7644aa0cc,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,89,- **Note:** Only available if the CLI is invoked with the `--checkpointing` opti
R-6608ad2e8b32,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,97,- **Description:** Display detailed statistics for the current Gemini CLI sessio
R-a450a03a56fd,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,114,"- **Description:** Hide tool descriptions, showing only the tool names."
R-95a895370e7c,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,160,Your command definition files must be written in the TOML format and use the `.t
R-216c855ced4c,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,162,##### Required Fields
R-e893ca244a06,Quality,Testing Pyramid;Deterministic Builds,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,247,"- `<type>` must be one of: ""added"", ""changed"", ""fixed"", ""removed""."
R-8d32fbd067fe,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/commands.md,264,"When a custom command attempts to execute a shell command, Gemini CLI will now p"
R-0aa7520b12f9,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,25,- **Scope:** Applies only when running Gemini CLI from that specific project. Pr
R-bf442614e752,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,72,- **Description:** Allows you to specify a list of core tool names that should b
R-914df22d1f37,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,97,- **Description:** Controls whether the CLI automatically accepts and executes t
R-36b0db11287c,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,117,- **Description:** Defines a custom shell command for discovering tools from you
R-290b6dec6c83,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,122,- **Description:** Defines a custom shell command for calling a specific tool th
R-23f570eae3e6,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,123,- It must take function `name` (exactly as in [function declaration](https://ai.
R-b65c14fc4cf7,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,124,"- It must read function arguments as JSON on `stdin`, analogous to [`functionCal"
R-47cb1ee1c62f,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,125,"- It must return function output as JSON on `stdout`, analogous to [`functionRes"
R-c368a689183a,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,130,- **Description:** Configures connections to one or more Model-Context Protocol
R-2472e099c7a5,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,144,"- `includeTools` (array of strings, optional): List of tool names to include fro"
R-09608b068239,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,250,- Note: Currently only the `run_shell_command` tool is supported.
R-584536aa1205,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,262,- **Description:** Specifies environment variables that should be excluded from
R-115306196fd6,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,282,- **Description:** Controls the behavior of the `/memory refresh` command. If se
R-b9184c6d6e42,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,365,**Environment Variable Exclusion:** Some environment variables (like `DEBUG` and
R-32ff04b42797,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,377,- Required for using Vertex AI in express mode.
R-98c81fd92089,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,382,- Required for using Code Assist or Vertex AI.
R-98eaed120514,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,384,"- **Cloud Shell Note:** When running in a Cloud Shell environment, this variable"
R-32ff69b6011d,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,394,- Required for using Vertex AI in non express mode.
R-a2b389f31203,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/configuration.md,515,"- If a new dependency is required, please state the reason."
R-aa0d2ccd7267,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/themes.md,88,**Required Properties:**
R-75163f10323e,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/themes.md,90,- `name` (must match the key in the `customThemes` object and be a string)
R-ff5990b0418e,Quality,Testing Pyramid;Deterministic Builds,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/cli/themes.md,91,"- `type` (must be the string `""custom""`)"
R-5a4c51ad9c3d,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/examples/proxy-script.md,3,The following is an example of a proxy script that can be used with the `GEMINI_
R-13ea99407e15,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/gemini-cli-main/docs/examples/proxy-script.md,14,// Example proxy server that listens on :::8877 and only allows HTTPS connection
R-806534bd3401,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/docs/agents/maintenance_playbook.md,6,- `desktop/electron/` — packaging only
R-e382079da46e,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/docs/agents/AGENTS.md,6,- Never commit secrets.
R-68f7219a0479,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/ISA_SuperApp/docs/ops/security.md,4,- HTTP-only cookies and JWT for admin routes.
R-78ea5e39878a,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,8,- [ ] macOS 14+ or Windows 11+
R-04310a77e7b0,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,9,- [ ] Python 3.11+
R-16f9d6ba2d1b,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,10,- [ ] Node.js 20+ and npm
R-c29d6a538370,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,11,- [ ] `git` command line tools
R-83c49e6c3e98,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,12,- [ ] For macOS: Xcode Command Line Tools (`xcode-select --install`)
R-e75614995213,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,13,"- [ ] For macOS: Homebrew (optional, for `make`)"
R-ac7ca96eefd0,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,19,- [ ] **Python** (`ms-python.python`) - Core Python support.
R-9a192c6a6ed9,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,20,- [ ] **Pylance** (`ms-python.vscode-pylance`) - High-performance language serve
R-89a36eb7e222,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,21,- [ ] **Electron** (`electron-react-devtools.electron-react-devtools`) - Electro
R-d0f94e49abb6,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,22,- [ ] **Prettier - Code formatter** (`esbenp.prettier-vscode`) - Code formatter.
R-d5c8d4c25f9a,Quality,Testing Pyramid;Deterministic Builds,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,23,- [ ] **ESLint** (`dbaeumer.vscode-eslint`) - Linter for JavaScript and TypeScri
R-dbf5be14a6fd,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,24,- [ ] **EditorConfig for VS Code** (`EditorConfig.EditorConfig`) - Enforces codi
R-2a81ff58f46c,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,25,- [ ] **DotENV** (`mikestead.dotenv`) - Syntax highlighting for `.env` files.
R-4c9d4ced851c,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,37,2.  [ ] Install all required Python dependencies:
R-2306b7ae4e3e,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,61,2.  [ ] The `.env` file should contain placeholders for the required API keys (`
R-55e8b00e8425,Quality,Testing Pyramid;Deterministic Builds,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,178,"- [ ] Run the ""Run Tests"" task and confirm that all tests pass."
R-4e4bc8941697,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,179,"- [ ] Start debugging the ""Python: FastAPI"" launch configuration and confirm tha"
R-dda2749aeaad,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/COPILOT_DEPLOY.prompt.md,180,"- [ ] Start debugging the ""Electron: Main"" launch configuration and confirm that"
R-3e7dd53be524,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/DEV_SETUP.md,50,6) Verify required environment variables
R-087af33e0e9a,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/README.md,10,notarization you must add a few repository secrets under Settings → Secrets
R-cd6c32a89071,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/audit_report.md,41,"*   **Description:** The `.env.example` file, which is intended to document all "
R-063298434be5,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/GEMINI.md,7,"- You must keep the repo healthy: pass tests, maintain docs, respect directory p"
R-a1f217302ede,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/GEMINI.md,8,"- **Escalate** (ask) only when blocked by external access (e.g., missing credent"
R-12d22a6da761,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/GEMINI.md,12,2. Run `scripts/verify_credentials.py`. If required envs are missing → write act
R-169b32ef419c,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/GEMINI.md,29,- Persistent memory lives in `storage/memory.json` (append-only sessions) and `d
R-05e2552f982f,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/GEMINI.md,32,## Directory Policy (enforced)
R-43cf302e6516,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/GEMINI.md,37,- `artifacts/` build outputs; never commit secrets.
R-36e038a37df2,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_merged_workspace_clean/GEMINI.md,44,- Never print secret values; redact on screen and in logs.
R-387dc2c4fc5b,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,8,- [ ] macOS 14+ or Windows 11+
R-fec5067fa1cf,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,9,- [ ] Python 3.11+
R-7b9fce240219,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,10,- [ ] Node.js 20+ and npm
R-c788be0b9172,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,11,- [ ] `git` command line tools
R-477622a0178d,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,12,- [ ] For macOS: Xcode Command Line Tools (`xcode-select --install`)
R-0e750f7fca3a,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,13,"- [ ] For macOS: Homebrew (optional, for `make`)"
R-a16f855879eb,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,19,- [ ] **Python** (`ms-python.python`) - Core Python support.
R-e1860df34fd7,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,20,- [ ] **Pylance** (`ms-python.vscode-pylance`) - High-performance language serve
R-fa44c0bfabc3,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,21,- [ ] **Electron** (`electron-react-devtools.electron-react-devtools`) - Electro
R-da4b9da4f837,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,22,- [ ] **Prettier - Code formatter** (`esbenp.prettier-vscode`) - Code formatter.
R-4b453d03bd0e,Quality,Testing Pyramid;Deterministic Builds,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,23,- [ ] **ESLint** (`dbaeumer.vscode-eslint`) - Linter for JavaScript and TypeScri
R-48877d2c8f4c,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,24,- [ ] **EditorConfig for VS Code** (`EditorConfig.EditorConfig`) - Enforces codi
R-285b186ae77d,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,25,- [ ] **DotENV** (`mikestead.dotenv`) - Syntax highlighting for `.env` files.
R-a3cc9513bc54,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,37,2.  [ ] Install all required Python dependencies:
R-e0b06143f93b,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/COPILOT_DEPLOY.prompt.md,61,2.  [ ] The `.env` file should contain placeholders for the required API keys (`
