Associated GDM Global/Regional Attribute,Unnamed: 1,"Global Data Model Code Lists and Values
The code values that are included in the GDM serve as a guide identifying the most commonly used codes. For all available codelists, please refer to the GS1 Global Data Dictionary [http://apps.gs1.org/GDD/Pages/clHome.aspx].",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Number of markets using the attribute,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Global/Regional Usage,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Netherlands,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Finland,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Sweden,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Denmark,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Australia,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,New Zealand,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,UK,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Czech Republic,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,France,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Germany,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,US,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Canada,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Belgium & Luxembourg,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Colombia,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Change Information,Unnamed: 108,Unnamed: 109,Unnamed: 110
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOH_MA,Ministry of Health - Morocco,Ministry of Health manages the market authorisation of healthcare products in Morocco - MA,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOH_MR,Ministry of Health: Pharmacy and Laboratory,Ministry of Health: Pharmacy and Laboratory manages the market authorisation of healthcare products in Mauritania - MR,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOH_RW,Ministry of Health - Rwanda,Ministry of Health manages the market authorisation of healthcare products in Rwanda - RW,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOH_SZ,Ministry of Health (MOH) Swaziland,Ministry of Health (MOH) manages the market authorisation of healthcare products in Swaziland - SZ,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOH_TJ,Ministry of Health - Tajikistan,Ministry of Health manages the market authorisation of healthcare products in Tajikistan - TJ,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOH_TT,Chemistry Food and Drugs Division/Ministry of Health (CFFD/MOH),Chemistry Food and Drugs Division/Ministry of Health (CFFD/MOH) manages the market authorisation of healthcare products in Trinidad and Tobago - TT,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOH_UG,National Drug Authority,National Drug Authority manages the market authorisation of healthcare products in Uganda - UG,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOH_UZ,Ministry of Health - Uzbekistan,Ministry of Health manages the market authorisation of healthcare products in Uzbekistan - UZ,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOHSW,Ministry of Health & Social Welfare,Ministry of Health & Social Welfare manages the market authorisation of healthcare products in Gambia - GM,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOPH_NE,Ministry of Public Health,Ministry of Public Health manages the market authorisation of healthcare products in Niger - NE,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MOPH_TD,"Minister of Public Health: Direction de la Pharmacie, du Médicament et des Laboratoires","Minister of Public Health: Direction de la Pharmacie, du Médicament et des Laboratoires manages the market authorisation of healthcare products in Chad - TD",0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MRA,Medicines Regulatory Authority (MRA) Palestine,"Medicines Regulatory Authority (MRA) manages the market authorisation of healthcare products in Palestine, State of - PS",0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MRA_PG,Medicines Regulatory Authority (MRA) Papua New Guinea,Medicines Regulatory Authority (MRA) manages the market authorisation of healthcare products in Papua New Guinea - PG,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MRA_SS,Medicines Regulatory Authority (MRA) South Sudan,Medicines Regulatory Authority (MRA) manages the market authorisation of healthcare products in South Sudan - SS,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MSD,Unidad de Medicamentos y Tecnología en Salud (MSD),Unidad de Medicamentos y Tecnología en Salud (MSD) manages the market authorisation of healthcare products in Bolivia - BO,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MSP,Direccion General de Drogas y Farmacias del Ministerio de Salud Pública (DGDF/MSP),Direccion General de Drogas y Farmacias del Ministerio de Salud Pública (DGDF/MSP) manages the market authorisation of healthcare products in Dominican Republic - DO,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MSPAS_CG,"Ministère de la Santé Publique et des Affairs Sociales: Direction des Pharmacies, du Médicament et des Laboratoires","Ministère de la Santé Publique et des Affairs Sociales: Direction des Pharmacies, du Médicament et des Laboratoires  manages the market authorisation of healthcare products in Congo, Republic of - CG",0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MSPAS_GT,Minsiterio de Salud Publica y Asistencia Social/Departamento de Regulación y Control de Productos Farmacéuticos y Afines (MSPAS),Minsiterio de Salud Publica y Asistencia Social/Departamento de Regulación y Control de Productos Farmacéuticos y Afines (MSPAS) manages the market authorisation of healthcare products in Guatemala - GT,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,MSPBS,Ministerio de Salud Pública y Bienestar Social (MSPBS),Ministerio de Salud Pública y Bienestar Social (MSPBS) manages the market authorisation of healthcare products in Paraguay - PY,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NABCA_PRODUCT_CODE,NABCA product code,A product code issued by the National Alcohol Beverage Control Association in the United States.,1,0,0,1,0,0,0,0,1,0,Not used,Not used,Not used,Local,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,True,NO,NO,NO,YES,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NADFC,National Agency of Drug and Food Control (NADFC),National Agency of Drug and Food Control (NADFC) manages the market authorisation of healthcare products in Indonesia - ID,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NAFDAC_NG,National Agency for Food and Drug Administration and Control (NAFDAC),National Agency for Food and Drug Administration and Control (NAFDAC) manages the market authorisation of healthcare products in Nigeria - NG,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NAN,NAN,"Nordic Article Number is a 6 digit identification number needed on all human and veterinary pharmaceuticals licensed in Sweden. The number is unique for a certain packages. A NAN can be valid in one to five Nordic countries (Sweden, Denmark, Norway, Finland and Iceland) depending on if the package fulfils some basic criteria.",0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NAPPI,National Pharmaceutical Product Index (NAPPI),The National Pharmaceutical Product Index or NAPPI is a comprehensive database of medical products used in South Africa. Each product has a unique NAPPI code which enables electronic data interchange throughout the health care delivery chain in South Africa. https://www.medikredit.co.za/index.php?option=com_nappi&view=nappi&Itemid=210,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NCM,"National Center for Medicines, Medical Devices and Medical Equipment Expertise","National Center for medicines, medical devices and medical equipment expertise manages the market authorisation of healthcare products in Kazakhstan - KZ",0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NMFA,National Medicines and Food Administration,National Medicines and Food Administration manages the market authorisation of healthcare products in Eritrea - ER,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NMPB_SD,National Medicines and Poisons Board (NMPB),National Medicines and Poisons Board (NMPB) manages the market authorisation of healthcare products in Sudan - SD,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NMRA_LK,National Medicines Regulatory Authority (NMRA),National Medicines Regulatory Authority (NMRA) manages the market authorisation of healthcare products in Sri Lanka - LK,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NMRC,Namibia Medicines Regulatory Council,Namibia Medicines Regulatory Council manages the market authorisation of healthcare products in Namibia - NA,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,NPN,Natural Health Product Number (NPN) - Canada,The Natural Health Product Number: Identifies the trade item as a natural health product and the number is assigned by a regulatory health organization for example the Health Canada - Natural Health Products Directorate (Health Canada).,1,0,0,1,0,0,1,0,0,0,Not used,Local,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,True,NO,YES,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
